"Tile.Size","Match.Score","Prev.Length","Prev.Type","Browse.Time"
0.2,90,50,"TT",12.4733312771308
0.2,90,90,"AC",20.2053749235063
0.2,90,90,"TT",16.4077246055314
0.4,74,50,"AC",16.6693263965884
0.4,74,50,"TT",12.815895485093
0.4,74,90,"AC",16.5321896142147
0.4,74,90,"TT",13.0196158888455
0.4,90,50,"AC",17.6615500986263
0.4,90,50,"TT",14.1987258596103
0.4,90,90,"AC",19.9262966897714
0.4,90,90,"TT",14.6077848207675
0.2,74,50,"AC",18.5543176787098
0.2,74,50,"TT",12.2371992300048
0.2,74,90,"AC",19.5467086915571
0.2,74,90,"TT",12.9439249367012
0.2,90,50,"AC",19.2299194844405
0.2,90,50,"TT",13.5136914763355
0.2,90,90,"AC",21.1077169265377
0.2,90,90,"TT",15.845013863873
0.4,74,50,"AC",16.5618999287983
0.4,74,50,"TT",10.7446912967184
0.4,74,90,"AC",17.2014104700285
0.4,74,90,"TT",12.1482291970561
0.4,90,50,"AC",16.5864648042431
0.4,90,50,"TT",12.2233232834916
0.4,90,90,"AC",21.6072546816571
0.4,90,90,"TT",14.9930097831428
0.2,74,50,"AC",18.039430865032
0.2,74,50,"TT",13.8576143183669
0.2,74,90,"AC",17.6614650093973
0.2,74,90,"TT",13.4523380915364
0.2,90,50,"AC",17.8935909484306
0.2,90,50,"TT",14.2131272164097
0.2,90,90,"AC",21.1685150108261
0.2,90,90,"TT",15.5241738259901
0.4,74,50,"AC",16.5011693808598
0.4,74,50,"TT",11.406974739019
0.4,74,90,"AC",15.7833734073483
0.4,74,90,"TT",13.426770920218
0.4,90,50,"AC",18.4341731500905
0.4,90,50,"TT",12.8691711439926
0.4,90,90,"AC",20.7717201824681
0.4,90,90,"TT",14.8531095133648
0.2,74,50,"AC",17.4072520805701
0.2,74,50,"TT",12.5044857462201
0.2,74,90,"AC",19.4244934586579
0.2,74,90,"TT",12.4224458210712
0.2,90,50,"AC",19.0901044000019
0.2,90,50,"TT",13.4248673023053
0.2,90,90,"AC",20.5810651275449
0.2,90,90,"TT",15.2142588790701
0.4,74,50,"AC",19.1677119347431
0.4,74,50,"TT",13.9739804285488
0.4,74,90,"AC",17.0496418391363
0.4,74,90,"TT",11.9050752650183
0.4,90,50,"AC",19.4533366116362
0.4,90,50,"TT",12.2867621367097
0.4,90,90,"AC",20.7418108305831
0.4,90,90,"TT",15.7920083872728
0.2,74,50,"AC",18.1426604015875
0.2,74,50,"TT",10.8357303771105
0.2,74,90,"AC",17.4664144401346
0.2,74,90,"TT",11.7710520213233
0.2,90,50,"AC",19.9046601448779
0.2,90,50,"TT",12.7633707556201
0.2,90,90,"AC",20.9485988937179
0.2,90,90,"TT",14.9650634660634
0.4,74,50,"AC",19.8348568440998
0.4,74,50,"TT",11.2013685758684
0.4,74,90,"AC",16.7415479604712
0.4,74,90,"TT",11.3172160717218
0.4,90,50,"AC",19.1635461804829
0.4,90,50,"TT",12.96154610204
0.4,90,90,"AC",20.1852901622336
0.4,90,90,"TT",13.5317474517255
0.2,74,50,"AC",16.9297799251167
0.2,74,50,"TT",11.6448428472733
0.2,74,90,"AC",17.009938776626
0.2,74,90,"TT",12.6877432370604
0.2,90,50,"AC",19.6168516820893
0.2,90,50,"TT",12.3554321925441
0.2,90,90,"AC",19.3292261012042
0.2,90,90,"TT",15.1616109539861
0.4,74,50,"AC",17.1787256336116
0.4,74,50,"TT",11.5462124816525
0.4,74,90,"AC",17.0306220306407
0.4,74,90,"TT",11.8821080787435
0.4,90,50,"AC",17.6789537402936
0.4,90,50,"TT",12.287147420273
0.4,90,90,"AC",19.9880536921805
0.4,90,90,"TT",14.7182721386404
0.2,74,50,"AC",18.7702670157152
0.2,74,50,"TT",13.8579547930473
0.2,74,90,"AC",17.6146500574187
0.2,74,90,"TT",13.9548659322927
0.2,90,50,"AC",17.4196261897797
0.2,90,50,"TT",13.4554431227627
0.2,90,90,"AC",18.1092318337745
0.2,90,90,"TT",14.529041499847
0.4,74,50,"AC",19.4767416314176
0.4,74,50,"TT",13.0311605614523
0.4,74,90,"AC",17.9431874166554
0.4,74,90,"TT",10.3764360549981
0.4,90,50,"AC",16.8689782601648
0.4,90,50,"TT",12.8232837192522
0.4,90,90,"AC",21.7891348753919
0.4,90,90,"TT",14.6245142793205
0.2,74,50,"AC",19.2438544912089
0.2,74,50,"TT",12.4872466300769
0.2,74,90,"AC",17.227259063693
0.2,74,90,"TT",12.8329282829214
0.2,90,50,"AC",18.3345745013928
0.2,90,50,"TT",13.1628413118866
0.2,90,90,"AC",22.3518434865618
0.2,90,90,"TT",14.4138493088142
0.4,74,50,"AC",16.8657196322252
0.4,74,50,"TT",13.1677264570628
0.4,74,90,"AC",17.7132821019872
0.4,74,90,"TT",14.4445699742036
0.4,90,50,"AC",18.9361848335351
0.4,90,50,"TT",13.8288813643273
0.4,90,90,"AC",20.3261811346069
0.4,90,90,"TT",15.4754771465848
0.2,74,50,"AC",18.0723193143887
0.2,74,50,"TT",13.1598774733766
0.2,74,90,"AC",18.1704643201933
0.2,74,90,"TT",11.1650343642774
0.2,90,50,"AC",18.7142646761592
0.2,90,50,"TT",12.9399822400899
0.2,90,90,"AC",19.2438639425668
0.2,90,90,"TT",14.8248118099728
0.4,74,50,"AC",16.7463813934518
0.4,74,50,"TT",13.7949444048394
0.4,74,90,"AC",17.2494814191698
0.4,74,90,"TT",14.039380061114
0.4,90,50,"AC",18.1564472196603
0.4,90,50,"TT",13.8795594434105
0.4,90,90,"AC",20.7136945814083
0.4,90,90,"TT",16.3287533017245
0.2,74,50,"AC",17.4136478229013
0.2,74,50,"TT",12.8533920822577
0.2,74,90,"AC",18.4172410789049
0.2,74,90,"TT",13.0222206931453
0.2,90,50,"AC",19.4125878020335
0.2,90,50,"TT",13.7340645381755
0.2,90,90,"AC",21.9753343586245
0.2,90,90,"TT",12.7054516445837
0.4,74,50,"AC",15.9005643502016
0.4,74,50,"TT",10.3798399349679
0.4,74,90,"AC",18.1564859458932
0.4,74,90,"TT",14.2032984165996
0.4,90,50,"AC",16.23565858525
0.4,90,50,"TT",12.1101899490259
0.4,90,90,"AC",20.7712982876148
0.4,90,90,"TT",14.8747798757182
0.2,74,50,"AC",18.0667334700453
0.2,74,50,"TT",12.5647853213293
0.2,74,90,"AC",15.7429081236533
0.2,74,90,"TT",12.933657273745
0.2,90,50,"AC",16.9841709706066
0.2,90,50,"TT",13.0191830186
0.2,90,90,"AC",20.7832800599935
0.2,90,90,"TT",14.7869659647298
0.4,74,50,"AC",18.3268061257067
0.4,74,50,"TT",12.5406079980641
0.4,74,90,"AC",16.473392320056
0.4,74,90,"TT",12.2436107887062
0.4,90,50,"AC",18.339716973543
0.4,90,50,"TT",13.3607320083883
0.4,90,90,"AC",22.1233300555063
0.4,90,90,"TT",15.2532938123396
0.2,74,50,"AC",18.0609338893145
0.2,74,50,"TT",13.8719882509374
0.2,74,90,"AC",15.5091254794482
0.2,74,90,"TT",13.011264091426
0.2,90,50,"AC",15.5550661712355
0.2,90,50,"TT",14.2210397889747
0.2,90,90,"AC",20.47504644321
0.2,90,90,"TT",14.1530827216712
0.4,74,50,"AC",17.5095263463981
0.4,74,50,"TT",13.4637303709603
0.4,74,90,"AC",17.2287381888837
0.4,74,90,"TT",13.4475976402086
0.4,90,50,"AC",17.1686090975546
0.4,90,50,"TT",13.3482514173906
0.4,90,90,"AC",19.6656017126758
0.4,90,90,"TT",15.2020543580495
0.2,74,50,"AC",15.6221290749168
0.2,74,50,"TT",12.3411077653412
0.2,74,90,"AC",17.9583600997869
0.2,74,90,"TT",11.6171915140087
0.2,90,50,"AC",19.1151953466553
0.2,90,50,"TT",11.8777250707331
0.2,90,90,"AC",20.4311788243436
0.2,90,90,"TT",15.1776091705031
0.4,74,50,"AC",17.4792515247468
0.4,74,50,"TT",11.586882886803
0.4,74,90,"AC",17.3109209916869
0.4,74,90,"TT",15.3830148651788
0.4,90,50,"AC",18.2437641695538
0.4,90,50,"TT",12.7374413403192
0.4,90,90,"AC",20.4508199934989
0.4,90,90,"TT",16.7964381437575
0.2,74,50,"AC",17.6896314809088
0.2,74,50,"TT",12.1524081341857
0.2,74,90,"AC",16.6125243817341
0.2,74,90,"TT",11.9047368262437
0.2,90,50,"AC",20.8470665862093
0.2,90,50,"TT",11.5963182118535
0.2,90,90,"AC",20.8620305700634
0.2,90,90,"TT",15.781884736232
0.4,74,50,"AC",18.1451305808908
0.4,74,50,"TT",12.986460931325
0.4,74,90,"AC",17.7454969636239
0.4,74,90,"TT",11.4683650914354
0.4,90,50,"AC",18.8031909672129
0.4,90,50,"TT",12.1965330979486
0.4,90,90,"AC",18.0949308324321
0.4,90,90,"TT",13.9803196665118
0.2,74,50,"AC",16.8923820544794
0.2,74,50,"TT",11.975155004783
0.2,74,90,"AC",17.619131596235
0.2,74,90,"TT",12.6561207385366
0.2,90,50,"AC",17.7696341534582
0.2,90,50,"TT",12.7365626916062
0.2,90,90,"AC",21.1455656738225
0.2,90,90,"TT",15.5331070328725
0.4,74,50,"AC",17.3956017844164
0.4,74,50,"TT",11.6852760007127
0.4,74,90,"AC",16.4386759038916
0.4,74,90,"TT",14.3238231538439
0.4,90,50,"AC",17.7465120809582
0.4,90,50,"TT",12.6576178898678
0.4,90,90,"AC",20.1027500008149
0.4,90,90,"TT",12.6777224012593
0.2,74,50,"AC",17.0842406076477
0.2,74,50,"TT",12.9245854391619
0.2,74,90,"AC",16.5443751433427
0.2,74,90,"TT",12.7202382239606
0.2,90,50,"AC",16.374765085783
0.2,90,50,"TT",11.8082742488817
0.2,90,90,"AC",19.660529540584
0.2,90,90,"TT",14.9986064413383
0.4,74,50,"AC",18.5597211946295
0.4,74,50,"TT",13.262485938255
0.4,74,90,"AC",18.7626182150408
0.4,74,90,"TT",14.0248465277333
0.4,90,50,"AC",19.6857832853945
0.4,90,50,"TT",13.9973207263765
0.4,90,90,"AC",21.6389622172796
0.4,90,90,"TT",15.3529444048023
0.2,74,50,"AC",16.7221682971078
0.2,74,50,"TT",12.6301018759492
0.2,74,90,"AC",17.4243014537872
0.2,74,90,"TT",12.0700436139439
0.2,90,50,"AC",19.9635720308603
0.2,90,50,"TT",13.0939504132855
0.2,90,90,"AC",20.8722081619373
0.2,90,90,"TT",15.3761196034372
0.4,74,50,"AC",17.4332834284174
0.4,74,50,"TT",11.5071293938009
0.4,74,90,"AC",18.2798139727161
0.4,74,90,"TT",13.5424893515469
0.4,90,50,"AC",19.4352463611692
0.4,90,50,"TT",13.1850615228417
0.4,90,90,"AC",20.5757398006318
0.4,90,90,"TT",15.0916993663763
0.2,74,50,"AC",16.6051418965783
0.2,74,50,"TT",12.1452383305016
0.2,74,90,"AC",18.0903793804506
0.2,74,90,"TT",12.2435536638828
0.2,90,50,"AC",18.0645521948977
0.2,90,50,"TT",14.3132320341647
0.2,90,90,"AC",21.3064142925254
0.2,90,90,"TT",16.9320570399205
0.4,74,50,"AC",17.6997360107281
0.4,74,50,"TT",13.1397959691946
0.4,74,90,"AC",18.1533471375764
0.4,74,90,"TT",10.6393586532235
0.4,90,50,"AC",18.0867795446631
0.4,90,50,"TT",14.2384311865828
0.4,90,90,"AC",18.9978665454145
0.4,90,90,"TT",15.2225713626608
0.2,74,50,"AC",17.8041456892326
0.2,74,50,"TT",12.675337837947
0.2,74,90,"AC",17.9991285231314
0.2,74,90,"TT",14.1185259668002
0.2,90,50,"AC",18.5410538083728
0.2,90,50,"TT",15.0003677079611
0.2,90,90,"AC",20.5373351899785
0.2,90,90,"TT",15.9542060051985
0.4,74,50,"AC",17.3990193185803
0.4,74,50,"TT",11.7864796519213
0.4,74,90,"AC",18.7695654227469
0.4,74,90,"TT",12.003639911967
0.4,90,50,"AC",18.5148611487961
0.4,90,50,"TT",12.9495998861128
0.4,90,90,"AC",20.6969326891833
0.4,90,90,"TT",15.8434791577409
0.2,74,50,"AC",16.6023045385457
0.2,74,50,"TT",13.2657897394038
0.2,74,90,"AC",18.1162156166972
0.2,74,90,"TT",13.2911260182287
0.2,90,50,"AC",16.2424890015696
0.2,90,50,"TT",12.1027497406777
0.2,90,90,"AC",17.8377085623813
0.2,90,90,"TT",16.3841732489406
0.4,74,50,"AC",15.6177178776784
0.4,74,50,"TT",13.6440490106343
0.4,74,90,"AC",16.9338314764066
0.4,74,90,"TT",10.5316898471768
0.4,90,50,"AC",17.5717228283708
0.4,90,50,"TT",12.6687874286683
0.4,90,90,"AC",18.5220841136288
0.4,90,90,"TT",15.414668606857
0.2,74,50,"AC",17.0881997671067
0.2,74,50,"TT",12.6186413415372
0.2,74,90,"AC",17.0663619298102
0.2,74,90,"TT",13.0460483129027
0.2,90,50,"AC",17.3309136707679
0.2,90,50,"TT",13.9905168634979
0.2,90,90,"AC",20.5861430188382
0.2,90,90,"TT",15.3968612636251
0.4,74,50,"AC",17.5584108768826
0.4,74,50,"TT",12.1479183608229
0.4,74,90,"AC",16.14819447079
0.4,74,90,"TT",11.8403300324045
0.4,90,50,"AC",17.0005455953234
0.4,90,50,"TT",13.2583397751537
0.4,90,90,"AC",19.0572489945283
0.4,90,90,"TT",12.8441524715711
0.2,74,50,"AC",16.5866772475461
0.2,74,50,"TT",11.63388026172
0.2,74,90,"AC",14.9140484451973
0.2,74,90,"TT",12.3828916678347
0.2,90,50,"AC",19.0097772308809
0.2,90,50,"TT",13.7256894284983
0.2,90,90,"AC",20.2058489589113
0.2,90,90,"TT",15.8452517837835
0.4,74,50,"AC",15.7603549742165
0.4,74,50,"TT",12.0328785862312
0.4,74,90,"AC",16.8437589889454
0.4,74,90,"TT",11.7866989682517
0.4,90,50,"AC",17.9910557317987
0.4,90,50,"TT",11.6782192582646
0.4,90,90,"AC",21.7033626033103
0.4,90,90,"TT",13.9600388189019
0.2,74,50,"AC",17.4988993716601
0.2,74,50,"TT",12.4095257007344
0.2,74,90,"AC",17.2860466269967
0.2,74,90,"TT",11.4302925757445
0.2,90,50,"AC",16.7573555018608
0.2,90,50,"TT",14.9571791485016
0.2,90,90,"AC",19.3918739358543
0.2,90,90,"TT",16.2200271869445
0.4,74,50,"AC",17.2501455994227
0.4,74,50,"TT",10.8087114835591
0.4,74,90,"AC",18.224200233992
0.4,74,90,"TT",13.046147825711
0.4,90,50,"AC",18.6801260209315
0.4,90,50,"TT",14.2396080737034
0.4,90,90,"AC",21.2274129495761
0.4,90,90,"TT",16.0079351780573
0.2,74,50,"AC",16.9495688671882
0.2,74,50,"TT",12.1553961329169
0.2,74,90,"AC",18.8663067805573
0.2,74,90,"TT",11.13892298626
0.2,90,50,"AC",19.0155616495175
0.2,90,50,"TT",13.8460931969786
0.2,90,90,"AC",19.6368827745649
0.2,90,90,"TT",15.3902935074975
0.4,74,50,"AC",15.7033205814272
0.4,74,50,"TT",11.8243719635939
0.4,74,90,"AC",17.8241992684689
0.4,74,90,"TT",12.8105271083033
0.4,90,50,"AC",17.4958946936486
0.4,90,50,"TT",14.288132135444
0.4,90,90,"AC",21.4353927512166
0.4,90,90,"TT",16.0436614899682
0.2,74,50,"AC",17.5247176501388
0.2,74,50,"TT",11.7642281333403
0.2,74,90,"AC",16.2845387100205
0.2,74,90,"TT",12.348340775001
0.2,90,50,"AC",17.2273264033641
0.2,90,50,"TT",12.4872191821601
0.2,90,90,"AC",20.7207643859249
0.2,90,90,"TT",14.3415360126554
0.4,74,50,"AC",16.3143118691328
0.4,74,50,"TT",10.9270227295996
0.4,74,90,"AC",19.2781910920438
0.4,74,90,"TT",11.421650469669
0.4,90,50,"AC",18.4647286468652
0.4,90,50,"TT",14.3480690345024
0.4,90,90,"AC",20.9957613392472
0.4,90,90,"TT",16.63774465215
0.2,74,50,"AC",18.6352506427321
0.2,74,50,"TT",12.8489659864923
0.2,74,90,"AC",17.1283876950336
0.2,74,90,"TT",11.6779592427592
0.2,90,50,"AC",18.7369870640792
0.2,90,50,"TT",11.8743605882731
0.2,90,90,"AC",21.2024866724916
0.2,90,90,"TT",14.501795489273
0.4,74,50,"AC",16.9854950388128
0.4,74,50,"TT",14.0600407301234
0.4,74,90,"AC",17.940591709231
0.4,74,90,"TT",11.4777998409183
0.4,90,50,"AC",18.6567513116314
0.4,90,50,"TT",13.676647458751
0.4,90,90,"AC",21.8166955795251
0.4,90,90,"TT",17.0307764327621
0.2,74,50,"AC",17.9268485853998
0.2,74,50,"TT",12.3321905238509
0.2,74,90,"AC",16.7006258086662
0.2,74,90,"TT",13.7166310132549
0.2,90,50,"AC",17.8124543144422
0.2,90,50,"TT",15.5451536096728
0.2,90,90,"AC",19.4187866548128
0.2,90,90,"TT",16.6493242359722
0.4,74,50,"AC",15.5252372740986
0.4,74,50,"TT",13.8433518731922
0.4,74,90,"AC",19.4225977846438
0.4,74,90,"TT",12.2240657039255
0.4,90,50,"AC",18.5304265133899
0.4,90,50,"TT",13.0667339054955
0.4,90,90,"AC",22.584135115272
0.4,90,90,"TT",15.3743842919127
0.2,74,50,"AC",17.8938901693474
0.2,74,50,"TT",14.5007298307749
0.2,74,90,"AC",16.4192253992472
0.2,74,90,"TT",11.5549930560155
0.2,90,50,"AC",19.8306179589304
0.2,90,50,"TT",12.8424223080291
0.2,90,90,"AC",20.1466395094515
0.2,90,90,"TT",16.3844878235973
0.4,74,50,"AC",17.818855061895
0.4,74,50,"TT",11.8208946535565
0.4,74,90,"AC",17.537087563153
0.4,74,90,"TT",13.7540030127435
0.4,90,50,"AC",19.2069598162877
0.4,90,50,"TT",13.273821222559
0.4,90,90,"AC",20.7101479235552
0.4,90,90,"TT",15.7634055497578
0.2,74,50,"AC",18.0367486803088
0.2,74,50,"TT",13.3469703010166
0.2,74,90,"AC",17.1915443751683
0.2,74,90,"TT",12.751170685826
0.2,90,50,"AC",19.3171290685331
0.2,90,50,"TT",13.5492457944371
0.2,90,90,"AC",19.7448215753491
0.2,90,90,"TT",15.1512051272698
0.4,74,50,"AC",15.5451409292591
0.4,74,50,"TT",12.8718519527443
0.4,74,90,"AC",18.5140535385927
0.4,74,90,"TT",10.9238329665517
0.4,90,50,"AC",18.1410608098496
0.4,90,50,"TT",14.426189767397
0.4,90,90,"AC",20.8597143599848
0.4,90,90,"TT",16.7553013289101
0.2,74,50,"AC",18.7584225130722
0.2,74,50,"TT",12.7505152250636
0.2,74,90,"AC",17.01511078398
0.2,74,90,"TT",13.1525976730553
0.2,90,50,"AC",19.0072732041507
0.2,90,50,"TT",13.7788663901677
0.2,90,90,"AC",21.1351586533993
0.2,90,90,"TT",13.9258108806124
0.4,74,50,"AC",18.0077003405486
0.4,74,50,"TT",11.8297375296625
0.4,74,90,"AC",17.8490051405149
